,Number_of_Pitches,Number_of_Pitch_Classes,Range,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,First_Pitch,Last_Pitch,Most_Common_Melodic_Interval,Repeated_Notes,Chord_Type_Histogram_0,Chord_Type_Histogram_1,Chord_Type_Histogram_2,Chord_Type_Histogram_3,Chord_Type_Histogram_4,Chord_Type_Histogram_5,Chord_Type_Histogram_6,Chord_Type_Histogram_7,Chord_Type_Histogram_8,Chord_Type_Histogram_9,Chord_Type_Histogram_10
"C:\Users\Nikki\Documents\Uni Y3\MCA\caspers-lullaby.mid",35.0, 9.0, 53.0, 66.0, 5.506, 81.0, 9.0, 19.0, 12.63, 64.0, 66.0, 3.0, 0.005556, 0.2897, 0.1332, 0.1758, 0.01929, 0.01287, 0.3212, 0.0, 0.0, 0.005401, 0.04256, 0.0
